,event_id_cnty,event_date,year,time_precision,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,admin1,admin2,admin3,location,latitude,longitude,geo_precision,fatalities,tags,population_best,civilian_targeting_dummy
102,UKR119977,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Barvinkove,48.9025,37.0189,1,0,,13174.0,0
103,UKR119978,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Balakliiska,Protopopivka,49.2429,36.9142,2,0,,535.0,0
104,UKR119979,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Balakliiska,Zavhorodnye,49.2005,36.9116,2,0,,256.0,0
105,UKR119980,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Husarivka,48.8818,37.1492,2,0,,892.0,0
106,UKR119981,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Lymanska,Lyman,48.9903,37.8063,2,0,,28844.0,0
107,UKR119982,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Lymanska,Novoselivka,49.0703,37.6943,2,0,,1196.0,0
108,UKR119983,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Sviatohirska,Pryshyb,49.0243,37.6458,2,0,,540.0,0
109,UKR119984,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Rubizhanska,Rubizhne,49.0123,38.3797,2,0,,46023.0,0
110,UKR55963,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.1394,37.7497,1,0,,15450.0,0
111,UKR56021,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Vuhledarska,Vuhledar,47.7789,37.2481,2,0,,2207.0,0
112,UKR55969,2022-04-17,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Dobropilska,Dobropillia,48.4615,37.0852,1,0,,26677.0,0
113,UKR120184,2022-04-18,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Barvinkove,48.9025,37.0189,2,0,,13174.0,0
114,UKR120189,2022-04-18,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Chervona Polyana,49.018,36.9351,2,0,,115.0,0
115,UKR120191,2022-04-18,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,1,0,,131498.0,0
116,UKR120262,2022-04-18,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-) Territorial Defense Forces,,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Zelene Pole,47.83,36.6237,2,0,,471.0,0
117,UKR120248,2022-04-19,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Popasnianska,Kalynovo-Popasna,48.6101,38.3331,2,2,,628.0,0
118,UKR120256,2022-04-19,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Lymanska,Myrne,49.0691,37.9275,2,2,,81.0,0
119,UKR120257,2022-04-19,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Popasnianska,Popasna,48.6333,38.378,2,2,,20675.0,0
120,UKR120261,2022-04-19,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2,4,,70613.0,0
121,UKR56136,2022-04-19,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Lysychanska,Pryvillia,48.9998,38.3016,2,0,,4800.0,0
122,UKR56137,2022-04-19,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Rozdolne,47.9068,36.9178,2,0,,472.0,0
123,UKR120196,2022-04-19,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Novohrodivska,Novohrodivka,48.2053,37.3388,2,0,,9204.0,0
124,UKR120181,2022-04-21,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Air Force,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Lymanska,Oleksandrivka,49.1158,37.5935,2,5,,469.0,0
125,UKR120198,2022-04-21,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Lymanska,Novoselivka,49.0703,37.6943,2,0,,1196.0,0
126,UKR120247,2022-04-21,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Cherkaska,Cherkaske,48.8343,37.3876,2,5,,4668.0,0
127,UKR56314,2022-04-22,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Toretska,Toretsk,48.3934,37.8453,1,0,,23228.0,0
128,UKR56279,2022-04-22,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Komarska,Komar,47.9776,36.7468,1,0,,1865.0,0
129,UKR120201,2022-04-22,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Chervone,49.0001,37.0038,2,0,,128.0,0
130,UKR120199,2022-04-22,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Bahatyr,47.9931,36.9391,2,0,,1770.0,0
131,UKR56261,2022-04-22,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Bahatyr,47.9931,36.9391,1,0,,1770.0,0
132,UKR236553,2022-04-22,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Lozivskyi,Lozivska,Lozova,48.8894,36.3176,1,0,,48113.0,0
133,UKR120205,2022-04-23,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Barvinkove,48.9025,37.0189,2,0,,13174.0,0
134,UKR120206,2022-04-23,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Iziumska,Ivanivka,49.2761,37.103,2,0,,91.0,0
135,UKR120208,2022-04-23,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Nova Dmytrivka,48.9577,37.1519,2,0,,57.0,0
136,UKR120209,2022-04-24,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Barvinkove,48.9025,37.0189,2,0,,13174.0,0
137,UKR56448,2022-04-24,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Nova Dmytrivka,48.9577,37.1519,2,10,,57.0,0
138,UKR151852,2022-04-25,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Lviv,Zolochivskyi,Krasnenska,Krasne,49.9121,24.6085,1,0,,11079.0,0
139,UKR120210,2022-04-26,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Chervone,49.0001,37.0038,2,0,,128.0,0
140,UKR120215,2022-04-26,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2,0,,70613.0,0
141,UKR120218,2022-04-26,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Komarska,Vilne Pole,47.8766,36.6843,2,0,,1251.0,0
142,UKR120214,2022-04-26,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Druzhkivska,Druzhkivka,48.6165,37.5292,2,0,,34040.0,0
143,UKR236586,2022-04-26,2022,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Odesa,,,Zmiyinyy Island,45.2549,30.2037,1,3,,0.0,0
144,UKR149680,2022-04-27,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kherson,Khersonskyi,Bilozerska,Molodetske,46.6926,32.2972,1,0,,398.0,0
145,UKR120219,2022-04-27,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Hrodivska,Ivanivka,48.2616,37.4472,2,0,,613.0,0
146,UKR120224,2022-04-27,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Svitlodarska,Mykolaivka Druha,48.4735,38.0302,2,0,,43.0,0
147,UKR120230,2022-04-27,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Preobrazhenska,Preobrazhenka,47.5763,35.8019,2,0,,4164.0,0
148,UKR56730,2022-04-28,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,10,,89714.0,0
149,UKR58444,2022-04-28,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Alchevskyi,Kadiivska,Pervomaisk,48.6295,38.549,2,0,,15043.0,0
150,UKR56699,2022-04-28,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Mykolaiv,Bashtanskyi,Horokhivska,Horokhivske,46.9588,32.7047,1,3,,927.0,0
151,UKR56749,2022-04-28,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Dnipropetrovsk,Synelnykivskyi,Pokrovska,Pokrovske,47.9785,36.2256,1,0,,15781.0,0
152,UKR120232,2022-04-28,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Ridne,48.9835,37.072,2,0,,289.0,0
153,UKR58471,2022-04-29,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Derhachivska,Tsupivka,50.27,36.1727,2,0,,2346.0,0
154,UKR58472,2022-04-29,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Vilkhivska,Verhnya Rohanka,50.0242,36.5542,2,0,,520.0,0
155,UKR120236,2022-04-30,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Bakhmutska,Bakhmut,48.5956,37.9999,2,0,,71772.0,0
156,UKR120238,2022-04-30,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Barvinkove,48.9025,37.0189,2,0,,13174.0,0
157,UKR120239,2022-04-30,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Vuhledarska,Berezove,47.7672,37.5801,2,0,,592.0,0
158,UKR120240,2022-04-30,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Dnipropetrovsk,Synelnykivskyi,Pokrovska,Pokrovske,47.9785,36.2256,2,0,,15781.0,0
159,UKR120241,2022-04-30,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,2,0,,126234.0,0
160,UKR56977,2022-04-30,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Vasylivskyi,Vasylivska,Shevchenka,47.4115,35.187,2,0,,1138.0,0
161,UKR58473,2022-05-01,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Huliaipilska,Zaliznychne,47.6451,36.1696,2,0,,1735.0,0
162,UKR120517,2022-05-02,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-) Aidar Battallion,,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Lymanska,Oleksandrivka,49.1158,37.5935,2,0,,416.0,0
163,UKR57041,2022-05-02,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Derhachivska,Slatyne,50.2138,36.1653,2,0,,7653.0,0
164,UKR57057,2022-05-02,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-) Navy,,External/Other forces,State forces-External/Other forces,,Odesa,,,Zmiyinyy Island,45.2549,30.2037,2,0,,0.0,0
165,UKR120494,2022-05-02,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Dnipropetrovsk,Synelnykivskyi,Mezhivska,Mezhova,48.2532,36.7347,2,0,,9944.0,0
166,UKR120495,2022-05-04,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Soledarska,Bakhmutske,48.6642,38.0949,2,0,,5534.0,0
167,UKR120496,2022-05-04,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Lysychanska,Myrna Dolyna,48.8081,38.4781,2,0,,626.0,0
168,UKR120497,2022-05-04,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Hirska,Toshkivka,48.7806,38.5768,2,0,,1301.0,0
169,UKR120498,2022-05-05,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Lysychanska,Loskutivka,48.8051,38.412,2,0,,674.0,0
170,UKR57260,2022-05-05,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Air Force,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Siverska,Siversk,48.8726,38.096,2,0,,15652.0,0
171,UKR58474,2022-05-06,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Vuhledarska,Pavlivka,47.7579,37.2176,2,0,,2153.0,0
